|INDEX|HYPER_ID_PY|HYPER_ID_IDL|PEAK_REF_mJy|PEAK_PY_mJy|PEAK_IDL_mJy|INT_REF_mJy|INT_PY_mJy|INT_IDL_mJy|D_PEAK_PY_pct|D_PEAK_IDL_pct|D_INT_PY_pct|D_INT_IDL_pct|
| long|       long|        long|      double|     double|      double|     double|    double|     double|        float|         float|       float|        float|
   541         193          286         35.5        34.2         35.1       896.2      810.0       849.6          -3.5           -1.1         -9.6          -5.2 
   542         381           70         50.0        45.3         45.6       756.9      614.0       615.3          -9.5           -8.8        -18.9         -18.7 
   543         465           65         50.2        45.0         47.0       637.0      499.0       566.4         -10.3           -6.4        -21.7         -11.1 
   544          35           88         43.2        43.2         43.6       807.3      738.0       738.0          -0.1            0.9         -8.6          -8.6 
   545         204          480         21.9        18.7         20.0       475.7      359.0       430.7         -14.5           -8.7        -24.5          -9.5 
   546         123           80         45.9        44.0         44.8       606.2      651.0       681.3          -4.0           -2.3          7.4          12.4 
   547         365          312         29.3        30.9         31.5       344.9      454.0       444.9           5.4            7.4         31.6          29.0 
   548         414          153         41.7        38.5         39.5       587.0      576.0       622.7          -7.7           -5.2         -1.9           6.1 
   549         430          424         24.3        23.6         23.2       458.2      407.0       367.1          -3.0           -4.5        -11.2         -19.9 
   550         475          463         24.1        19.0         20.7       395.4      226.0       298.3         -21.1          -14.0        -42.8         -24.6 
   551         368          325         28.9        27.9         28.7       517.8      441.0       452.0          -3.4           -0.7        -14.8         -12.7 
   552         135          297         33.7        31.8         32.6       515.5      504.0       489.7          -5.7           -3.2         -2.2          -5.0 
   553          10          130         38.4        37.5         38.1       843.8      819.0       858.0          -2.5           -0.8         -2.9           1.7 
   554         384           93         40.6        42.7         42.7       368.1      527.0       523.3           5.3            5.3         43.2          42.2 
   555          56          346         27.5        28.3         28.9       405.3      533.0       555.5           2.9            5.1         31.5          37.1 
   556         257          313         25.2        29.0         28.4       313.1      597.0       569.4          15.3           12.8         90.7          81.9 
   557          98          239         35.8        34.6         34.5       461.0      512.0       454.7          -3.3           -3.6         11.1          -1.4 
   558          72           36         49.0        46.3         47.0       798.4      875.0       900.9          -5.6           -4.1          9.6          12.8 
   559          31          308         28.9        29.4         28.7       474.6      589.0       543.8           1.8           -0.6         24.1          14.6 
   560         191          196         37.1        33.4         33.7       659.9      565.0       578.8         -10.0           -9.2        -14.4         -12.3 
   561          93          479         21.2        18.2         18.8       444.0      391.0       406.5         -13.9          -11.2        -11.9          -8.4 
   562          20          151         38.5        36.6         37.4       456.6      431.0       463.8          -5.0           -2.9         -5.6           1.6 
   563         219           99         47.1        45.0         46.6       657.9      644.0       711.0          -4.3           -1.0         -2.1           8.1 
   564          49          418         24.9        23.5         23.5       386.1      410.0       402.7          -5.8           -5.6          6.2           4.3 
   565          52          381         26.5        26.1         25.7       640.4      747.0       725.7          -1.6           -3.0         16.7          13.3 
   566         322          406         24.3        22.3         23.7       507.8      381.0       421.6          -8.3           -2.7        -25.0         -17.0 
   567         343          324         28.0        28.7         27.0       497.8      645.0       568.2           2.3           -3.6         29.6          14.1 
   568         161          327         27.5        27.9         28.1       734.1      761.0       779.4           1.4            2.0          3.7           6.2 
   569           5           92         45.8        43.4         43.8       520.0      584.0       572.3          -5.2           -4.3         12.3          10.1 
   570          62          370         26.1        25.7         25.8       577.2      606.0       613.1          -1.6           -1.1          5.0           6.2 
   571         102          434         25.3        22.0         22.1       596.6      509.0       531.8         -13.1          -12.6        -14.7         -10.9 
   572         394          392         27.3        25.7         26.6       342.9      340.0       356.7          -6.0           -2.7         -0.8           4.0 
   573         374          343         32.7        28.4         29.7       647.9      484.0       545.4         -13.0           -9.1        -25.3         -15.8 
   574           8            6         48.1        50.0         51.0       990.4     1092.0      1119.3           3.9            6.0         10.3          13.0 
   575           3          211         36.9        34.9         36.5       739.4      656.0       722.8          -5.6           -1.2        -11.3          -2.2 
   576         230           31         48.5        46.5         46.0       629.5      669.0       643.2          -4.0           -5.1          6.3           2.2 
   577         165          484         20.2        18.0         17.5       355.0      266.0       236.4         -11.1          -13.5        -25.1         -33.4 
   578         186           32         48.8        46.7         48.0      1222.4     1223.0      1312.6          -4.5           -1.7          0.0           7.4 
   579          39          246         29.0        32.9         32.0       333.8      473.0       425.5          13.6           10.5         41.7          27.5 
   580         443           72         44.9        46.2         45.5       909.6      998.0       901.4           2.8            1.4          9.7          -0.9 
   581         452          115         43.4        40.9         42.4      1028.3      867.0       918.0          -5.7           -2.3        -15.7         -10.7 
   582          54          126         43.0        42.3         41.6       477.0      498.0       464.4          -1.7           -3.4          4.4          -2.6 
   583         216           74         45.1        44.2         44.5       402.2      468.0       475.2          -2.1           -1.3         16.4          18.1 
   584         389          441         23.1        21.6         21.6       504.7      432.0       345.0          -6.5           -6.5        -14.4         -31.6 
   585         411          300         33.8        31.1         31.9       571.7      470.0       479.8          -7.9           -5.7        -17.8         -16.1 
   586          21          192         38.9        35.4         37.3      1007.6      987.0      1158.8          -9.1           -4.2         -2.0          15.0 
   587         199          398         20.2        22.5         21.3       417.1      579.0       530.4          11.1            5.4         38.8          27.2 
   588         201          281         32.5        31.3         32.3       673.9      673.0       747.1          -3.9           -0.7         -0.1          10.9 
   589          24          265         34.2        32.3         32.4       693.2      659.0       644.7          -5.6           -5.2         -4.9          -7.0 
   590         195          146         34.6        36.4         37.1       510.1      583.0       624.1           5.0            7.2         14.3          22.4 
   591          19            5         47.9        52.1         52.2       900.8     1158.0      1023.8           8.8            8.9         28.6          13.7 
   592          16          231         31.6        31.8         33.3       405.6      406.0       461.8           0.4            5.3          0.1          13.9 
   593         276          109         45.1        42.6         43.7       435.9      369.0       408.2          -5.7           -3.2        -15.3          -6.4 
   594         373          138         46.0        40.2         41.5       430.7      412.0       454.2         -12.6           -9.8         -4.3           5.5 
   595         254           69         42.2        44.4         44.0       861.0     1067.0      1076.8           5.1            4.2         23.9          25.1 
   596          90          361         29.2        29.3         29.2       467.6      414.0       383.7           0.2           -0.1        -11.5         -17.9 
   597         408          238         33.4        33.7         34.3       806.1      753.0       759.1           1.0            2.6         -6.6          -5.8 
   598         180          280         31.8        28.3         29.2       524.1      406.0       416.3         -11.2           -8.3        -22.5         -20.6 
   599         143          170         41.7        38.6         39.9       768.7      783.0       850.4          -7.4           -4.2          1.9          10.6 
   600         455          339         27.8        27.9         28.9       517.5      457.0       581.7           0.5            4.0        -11.7          12.4 
   601         182          432         25.0        23.0         23.8       391.4      393.0       414.0          -8.3           -5.0          0.4           5.8 
   602         226          258         29.2        31.0         34.0       422.9      491.0       657.6           6.3           16.5         16.1          55.5 
   603         476          113         38.0        40.0         38.3       378.9      406.0       347.0           5.2            0.8          7.2          -8.4 
   604         262          142         42.8        39.7         40.3       597.3      565.0       714.1          -7.2           -5.8         -5.4          19.6 
   605          17          305         31.8        31.1         31.2       284.2      359.0       368.4          -2.1           -1.9         26.3          29.6 
   606         297           15         48.1        49.8         47.9       708.4      781.0       672.0           3.5           -0.4         10.3          -5.1 
   607         338          184         40.5        36.0         37.7       648.7      552.0       606.7         -11.1           -6.9        -14.9          -6.5 
   608           9          241         34.2        33.6         33.0       513.7      549.0       505.5          -1.7           -3.5          6.9          -1.6 
   609         300          477         22.2        17.6         17.9       206.9      153.0       167.3         -20.8          -19.5        -26.1         -19.2 
   610          99          438         22.8        23.1         23.5       618.1      547.0       569.0           1.3            3.2        -11.5          -7.9 
   611         210          473         20.3        20.2         19.9       442.2      425.0       401.1          -0.4           -2.0         -3.9          -9.3 
   612          81          201         37.7        34.7         35.1       607.1      644.0       651.5          -7.9           -6.9          6.1           7.3 
   613         187          365         29.9        26.8         27.5       595.0      477.0       506.9         -10.5           -8.1        -19.8         -14.8 
   614         256          237         32.0        33.5         34.7       664.3      755.0       828.6           4.8            8.6         13.6          24.7 
   615         323          401         25.7        25.1         25.8       429.5      439.0       452.1          -2.6            0.2          2.2           5.3 
   616         482           50         44.2        44.4         45.1      1160.1     1043.0      1077.3           0.6            2.1        -10.1          -7.1 
   617         198          247         33.5        31.4         31.3       382.8      337.0       314.7          -6.3           -6.6        -12.0         -17.8 
   618         488          154         39.1        41.2         41.8       796.6      902.0       889.9           5.3            6.8         13.2          11.7 
   619         400          437         23.5        21.7         21.3       300.3      307.0       280.4          -7.7           -9.5          2.2          -6.6 
   620         375           83         46.0        44.5         45.3       891.4      773.0       802.2          -3.2           -1.5        -13.3         -10.0 
   621         166          249         36.0        34.2         34.1       297.1      341.0       332.3          -4.9           -5.3         14.8          11.9 
   622         251          338         27.2        28.8         29.3       604.9      654.0       590.3           5.7            7.5          8.1          -2.4 
   623         196          318         30.7        29.9         31.1       443.5      380.0       436.1          -2.7            1.2        -14.3          -1.7 
   624          97           79         43.6        42.3         43.2       622.6      668.0       702.6          -3.0           -1.0          7.3          12.8 
   625          47          487         22.2        17.9         18.6       216.2      140.0       174.6         -19.6          -16.3        -35.2         -19.2 
   626          34          103         48.8        45.0         45.5       589.7      529.0       531.8          -7.7           -6.8        -10.3          -9.8 
   627          73          409         25.4        25.1         25.1       532.6      542.0       534.2          -1.2           -1.1          1.8           0.3 
   628          50          134         43.4        43.7         43.8       882.0      922.0       932.8           0.6            0.9          4.5           5.8 
   629         466          483         22.8        16.5         20.2       183.0       35.0       163.5         -27.7          -11.5        -80.9         -10.7 
   630         112          187         43.1        36.7         37.1       376.0      331.0       345.9         -14.8          -13.9        -12.0          -8.0 
   631         240          311         30.5        29.5         31.0       392.2      342.0       375.6          -3.0            1.8        -12.8          -4.2 
   632         200          360         32.2        28.0         28.8       424.2      341.0       379.1         -12.8          -10.4        -19.6         -10.6 
   633         206          352         30.1        30.6         29.7       270.6      332.0       301.8           1.9           -1.2         22.7          11.5 
   634         158          486         20.2        16.4         17.7       507.7      336.0       404.9         -19.1          -12.5        -33.8         -20.2 
   635          41          285         38.4        33.9         35.0       448.4      384.0       422.7         -11.8           -8.9        -14.4          -5.7 
   636          43          295         31.6        34.0         33.3       435.5      655.0       613.6           7.7            5.5         50.4          40.9 
   637         294          453         21.7        22.8         23.0       276.5      315.0       263.0           5.2            5.9         13.9          -4.9 
   638         159          104         41.9        43.6         42.9       349.7      425.0       386.6           4.0            2.5         21.5          10.5 
   639         175          321         28.2        29.5         29.5       364.9      468.0       471.0           4.9            4.8         28.3          29.1 
   640          36          200         33.4        33.6         35.2       413.6      472.0       534.4           0.8            5.5         14.1          29.2 
   641         163          319         32.4        30.3         31.3       823.0      629.0       695.3          -6.7           -3.5        -23.6         -15.5 
   642         371          426         25.0        23.9         24.5       681.3      544.0       633.9          -4.3           -2.1        -20.2          -7.0 
   643         129          276         31.3        30.5         30.8       748.0      704.0       720.7          -2.6           -1.8         -5.9          -3.6 
   644          13          219         38.3        35.7         35.6       391.1      357.0       355.5          -6.6           -7.0         -8.7          -9.1 
   645         264          475         23.0        19.0         19.9       315.6      261.0       283.0         -17.4          -13.5        -17.3         -10.3 
   646         413          161         42.5        38.3         40.4       788.3      646.0       672.8          -9.8           -5.0        -18.1         -14.7 
   647         478           33         47.6        47.3         48.7      1001.7      952.0      1018.7          -0.7            2.3         -5.0           1.7 
   648          65           12         49.8        49.9         50.1       648.0      728.0       731.8           0.2            0.7         12.3          12.9 
   649         151          152         40.7        37.5         39.3       325.2      310.0       356.6          -7.8           -3.4         -4.7           9.7 
   650         299          367         26.3        25.6         25.5       211.7      213.0       206.9          -2.9           -3.1          0.6          -2.3 
   651         126          429         21.6        21.2         21.5       183.8      239.0       226.0          -2.0           -0.6         30.0          23.0 
   652         208          141         44.2        38.7         40.1       526.9      463.0       512.6         -12.4           -9.2        -12.1          -2.7 
   653          15          254         35.4        33.4         33.4       462.2      430.0       415.4          -5.8           -5.7         -7.0         -10.1 
   654          48          102         44.8        41.6         43.2      1250.5     1277.0      1433.0          -7.3           -3.6          2.1          14.6 
   655          85          125         43.3        40.7         40.2       352.4      431.0       417.4          -6.1           -7.2         22.3          18.5 
   656         197           24         50.4        49.6         50.1       688.0      725.0       739.4          -1.5           -0.6          5.4           7.5 
   657         418          194         32.9        35.2         34.5       449.6      607.0       550.4           7.1            4.8         35.0          22.4 
   658         461           10         50.0        49.8         50.5      1063.0     1095.0      1207.7          -0.5            0.9          3.0          13.6 
   659          91          307         30.6        30.0         30.6       291.0      415.0       424.0          -1.8            0.1         42.6          45.7 
   660         205          407         24.4        25.6         25.8       496.5      476.0       487.5           4.8            5.8         -4.1          -1.8 
   661          30           56         50.4        48.8         48.9       722.9      651.0       639.2          -3.3           -3.0        -10.0         -11.6 
   662         119          331         34.4        30.4         30.7       531.7      482.0       495.5         -11.7          -10.8         -9.4          -6.8 
   663         171          242         31.2        33.1         33.4       634.2      695.0       700.4           6.3            7.2          9.6          10.4 
   664         131          303         35.2        31.0         32.1       730.4      574.0       627.5         -11.9           -8.8        -21.4         -14.1 
   665         111          179         42.1        38.2         39.0       399.2      387.0       420.1          -9.3           -7.4         -3.1           5.2 
   666         310          431         22.2        22.2         23.0       477.6      549.0       572.0          -0.1            3.4         14.9          19.8 
   667         316          387         26.3        27.2         26.3       733.3      871.0       729.6           3.3           -0.0         18.8          -0.5 
   668         179          212         35.7        37.2         36.7       482.5      500.0       429.1           4.3            2.9          3.6         -11.1 
   669         192          451         21.4        21.3         21.5       408.2      494.0       499.8          -0.3            0.4         21.0          22.4 
   670          27          317         34.2        30.9         31.8       541.0      459.0       495.7          -9.6           -7.0        -15.2          -8.4 
   671         267            2         25.2        62.7         62.7       289.1     1326.0      1252.5         149.0          149.2        358.7         333.3 
   672         106           95         41.3        42.9         42.8       603.8      706.0       693.9           4.0            3.7         16.9          14.9 
   673         364          355         29.6        26.6         27.5       644.6      598.0       697.8         -10.2           -7.0         -7.2           8.3 
   674          80          240         34.9        33.5         33.6       627.8      749.0       747.9          -3.9           -3.7         19.3          19.1 
   675         121          472         22.0        17.9         19.1       234.4      182.0       224.7         -18.8          -13.2        -22.4          -4.1 
   676         318          332         29.0        28.0         27.5       321.7      384.0       356.2          -3.3           -5.2         19.4          10.7 
   677         108          288         30.4        30.6         31.0       511.5      530.0       540.6           0.7            1.9          3.6           5.7 
   678         437          333         26.6        28.2         27.6       535.1      618.0       505.8           5.8            3.7         15.5          -5.5 
   679          94          110         38.2        39.8         40.4       805.4     1018.0      1059.2           4.3            5.8         26.4          31.5 
   680         152          221         38.0        35.1         35.4       422.7      353.0       333.8          -7.5           -6.8        -16.5         -21.0 
   681          76          279         32.5        31.5         31.5       433.5      490.0       486.8          -3.0           -3.0         13.0          12.3 
   682         113          349         25.3        26.2         26.5       257.9      223.0       232.2           3.4            4.7        -13.5         -10.0 
   683         458          180         33.9        34.4         34.7       616.3      559.0       519.6           1.3            2.3         -9.3         -15.7 
   684         259          379         26.1        24.9         25.9       579.1      650.0       609.2          -4.6           -0.9         12.2           5.2 
   685         340          229         38.9        33.4         34.6       552.9      443.0       488.7         -14.1          -11.0        -19.9         -11.6 
   686         405          306         27.6        31.8         32.7       691.5      703.0       642.9          15.1           18.5          1.7          -7.0 
   687          46          235         36.8        34.9         35.3       905.6      902.0       916.9          -5.1           -4.0         -0.4           1.2 
   688         155          378         32.4        26.7         27.3       270.8      230.0       241.3         -17.6          -15.6        -15.1         -10.9 
   689         145          251         32.1        31.8         32.1       794.2      773.0       791.6          -0.9            0.2         -2.7          -0.3 
   690         232           71         46.3        44.3         42.4       371.5      431.0       366.4          -4.3           -8.4         16.0          -1.4 
   691         116           21         48.4        49.3         49.1      1113.2     1338.0      1347.8           1.8            1.5         20.2          21.1 
   692         138          337         31.0        28.3         28.3       415.0      307.0       296.3          -8.6           -8.6        -26.0         -28.6 
   693         282          283         29.3        31.5         30.3       387.7      516.0       646.6           7.7            3.5         33.1          66.8 
   694          28          462         23.2        19.7         19.5       256.9      270.0       257.9         -15.0          -15.9          5.1           0.4 
   695          77          384         26.1        24.4         25.2       478.0      418.0       431.9          -6.2           -3.3        -12.5          -9.6 
   696         110          112         41.3        40.8         42.6       531.8      574.0       632.0          -1.1            3.3          7.9          18.8 
   697         117          203         41.8        36.7         37.8       796.7      630.0       658.5         -12.0           -9.5        -20.9         -17.3 
   698          95           26         47.5        46.7         47.8      1228.1     1279.0      1379.5          -1.8            0.6          4.1          12.3 
   699         491          198         40.3        35.4         36.6      1002.0      909.0       920.7         -12.2           -9.2         -9.3          -8.1 
   700         160          121         44.3        40.8         41.6       598.3      596.0       618.4          -7.8           -6.1         -0.4           3.4 
   701          83          447         25.0        21.7         23.3       527.6      429.0       517.7         -13.1           -6.8        -18.7          -1.9 
   702          79          374         28.6        27.7         28.5       275.9      298.0       314.1          -3.3           -0.4          8.0          13.8 
   703         428          395         21.2        23.9         24.8       441.4      433.0       463.5          12.8           16.8         -1.9           5.0 
   704         154          364         30.0        28.2         29.3       249.9      207.0       240.8          -6.1           -2.3        -17.2          -3.6 
   705         285          139         41.0        39.7         40.3       946.4      789.0       864.6          -3.1           -1.7        -16.6          -8.6 
   706         270          380         29.1        25.8         25.3       322.0      324.0       299.5         -11.4          -13.1          0.6          -7.0 
   707         241          369         26.1        25.4         26.2       576.8      502.0       480.1          -2.4            0.5        -13.0         -16.8 
   708         211           57         47.7        47.4         48.6       444.5      463.0       488.3          -0.7            1.8          4.2           9.9 
   709         441          373         25.4        25.8         26.4       518.7      527.0       566.6           1.6            3.9          1.6           9.2 
   710          74          217         36.4        34.7         35.1       488.2      457.0       465.5          -4.7           -3.7         -6.4          -4.6 
   711          40          216         36.9        33.6         35.1       941.2      821.0       910.3          -8.8           -4.8        -12.8          -3.3 
   712         150          160         41.2        37.6         38.4       425.0      358.0       377.3          -8.7           -6.7        -15.8         -11.2 
   713         177          136         46.0        39.0         40.3       646.6      566.0       621.5         -15.2          -12.3        -12.5          -3.9 
   714         144          358         28.1        27.7         28.6       395.0      442.0       469.5          -1.6            1.7         11.9          18.9 
   715          14           28         49.4        49.8         50.3       653.6      604.0       611.9           0.8            1.9         -7.6          -6.4 
   716         173          218         34.2        33.3         33.6       488.4      500.0       503.5          -2.7           -1.7          2.4           3.1 
   717          32          314         29.1        30.2         29.4       310.9      354.0       319.7           3.5            0.9         13.9           2.8 
   718          87           34         46.1        47.6         47.6       890.9      919.0       883.4           3.3            3.2          3.2          -0.8 
   719         484           39         48.5        46.7         47.0      1092.9      914.0       850.0          -3.9           -3.2        -16.4         -22.2 
   720         234          105         40.7        41.8         39.5       736.2     1066.0       775.9           2.8           -2.9         44.8           5.4 
   721         127          232         34.5        36.0         36.5       464.5      519.0       498.1           4.2            5.7         11.7           7.2 
   722         460          259         31.6        32.8         32.7       297.6      334.0       336.8           3.6            3.4         12.2          13.2 
   723         156          350         26.4        24.6         25.7       734.8      618.0       670.6          -7.1           -2.8        -15.9          -8.7 
   724         157          410         22.0        23.8         22.8       232.8      345.0       297.6           8.3            3.7         48.2          27.8 
   725          75           54         46.3        44.4         45.4       909.7     1004.0      1008.1          -4.1           -2.0         10.4          10.8 
   726         434          417         21.8        22.7         21.6       524.2      549.0       496.3           4.2           -0.9          4.7          -5.3 
   727         439          440         23.0        21.5         22.4       455.8      363.0       360.1          -6.5           -2.4        -20.4         -21.0 
   728          44          457         21.9        19.4         19.7       178.2      201.0       215.3         -11.7          -10.1         12.8          20.8 
   729         167          208         40.6        36.9         37.6      1129.8     1053.0      1126.8          -9.1           -7.3         -6.8          -0.3 
   730         332           98         45.9        42.1         42.9       842.1      868.0       934.4          -8.4           -6.6          3.1          11.0 
   731         164          368         30.0        29.3         30.4       521.9      492.0       525.2          -2.4            1.3         -5.7           0.6 
   732         137          345         30.0        26.3         26.3       657.3      544.0       524.2         -12.4          -12.4        -17.2         -20.2 
   733         183          164         37.8        36.6         37.1       837.6      965.0      1000.1          -3.2           -1.9         15.2          19.4 
   734         435          316         34.7        28.4         31.0       310.3      190.0       278.8         -18.0          -10.5        -38.8         -10.2 
   735         243           42         50.1        48.4         49.1      1196.2     1194.0      1160.1          -3.4           -1.9         -0.2          -3.0 
   736         139          100         46.1        43.4         44.2       571.7      503.0       508.5          -5.8           -4.1        -12.0         -11.0 
   737         353          225         41.2        35.2         40.4       976.2      670.0       889.4         -14.4           -1.9        -31.4          -8.9 
   738          59          485         20.5        18.9         21.2       520.4      468.0       587.0          -8.2            3.2        -10.1          12.8 
   739         448          202         35.0        34.9         35.9       515.4      488.0       492.6          -0.5            2.5         -5.3          -4.4 
   740         370          190         33.2        35.6         35.1       501.7      694.0       705.1           7.3            5.8         38.3          40.5 
   741         153          284         33.9        31.5         31.9       720.3      775.0       731.3          -7.1           -6.0          7.6           1.5 
   742         359          422         23.1        23.8         23.9       391.4      519.0       477.7           3.2            3.5         32.6          22.1 
   743         419          402         25.6        23.7         25.2       330.7      287.0       389.9          -7.3           -1.4        -13.2          17.9 
   744         124          450         23.1        21.5         22.2       256.2      217.0       242.3          -7.0           -3.8        -15.3          -5.4 
   745         181           35         49.3        45.4         46.7      1319.1     1243.0      1317.9          -7.9           -5.3         -5.8          -0.1 
   746         132           66         48.3        46.3         48.0       875.8      785.0       880.8          -4.1           -0.6        -10.4           0.6 
   747         454          460         21.7        20.6         18.9       243.6      266.0       192.4          -5.2          -13.0          9.2         -21.0 
   748         133           58         49.1        47.9         48.3       410.3      435.0       440.9          -2.4           -1.5          6.0           7.4 
   749         444           11         41.3        51.0         52.5       349.0      655.0       721.1          23.3           27.0         87.7         106.6 
   750         409          145         41.4        38.8         39.1       346.8      336.0       339.9          -6.3           -5.6         -3.1          -2.0 
   751           4           29         46.6        46.0         46.8      1066.0     1116.0      1058.0          -1.2            0.5          4.7          -0.7 
   752         395          189         39.3        35.6         37.8       417.3      351.0       452.7          -9.3           -3.7        -15.9           8.5 
   753          89          296         29.3        30.3         30.5       773.1      812.0       843.7           3.4            4.2          5.0           9.1 
   754          69          420         23.8        25.1         24.9       254.9      312.0       301.2           5.2            4.5         22.4          18.1 
   755         402          416         22.2        23.3         25.3       248.1      343.0       513.8           5.2           14.1         38.3         107.1 
   756          55           81         48.6        45.2         45.7       698.4      624.0       643.1          -7.0           -5.9        -10.7          -7.9 
   757         345          193         46.2        35.7         37.8       628.1      440.0       509.3         -22.6          -18.1        -29.9         -18.9 
   758         266          293         29.2        30.9         30.9       582.2      681.0       584.3           5.7            5.7         17.0           0.4 
   759         361           45         45.7        46.9         47.5       904.9      820.0       980.8           2.6            3.9         -9.4           8.4 
   760         142          459         23.5        21.3         21.1       296.3      249.0       238.9          -9.3          -10.3        -16.0         -19.4 
   761          78           46         48.5        47.4         47.8       719.8      772.0       777.5          -2.2           -1.4          7.2           8.0 
   762         100          101         46.5        43.1         44.8       419.3      419.0       467.7          -7.5           -3.7         -0.1          11.5 
   763         333          299         32.3        31.6         29.5       281.6      401.0       304.7          -2.0           -8.6         42.4           8.2 
   764         223          478         22.0        20.8         21.3       596.5      438.0       450.5          -5.5           -3.4        -26.6         -24.5 
   765         238          191         35.4        35.6         36.6       893.3      890.0       910.0           0.7            3.5         -0.4           1.9 
   766         107          458         23.0        21.0         22.2       266.3      236.0       290.3          -8.9           -3.5        -11.4           9.0 
   767         174          118         37.3        37.2         37.2       688.9      795.0       800.0          -0.3           -0.3         15.4          16.1 
   768         377          273         32.2        32.9         33.0       341.8      360.0       368.0           2.1            2.5          5.3           7.7 
   769         415           87         46.3        42.9         45.1       512.2      418.0       580.6          -7.3           -2.6        -18.4          13.4 
   770          51          260         34.8        32.0         33.2       676.2      567.0       624.9          -8.1           -4.7        -16.1          -7.6 
   771         426          464         20.6        21.2         21.2       464.4      539.0       512.9           3.0            3.0         16.1          10.4 
   772         386           85         44.5        43.7         44.0       626.5      727.0       702.4          -1.9           -1.1         16.0          12.1 
   773         287          466         23.4        22.0         22.8       237.4      247.0       251.0          -6.1           -2.6          4.0           5.7 
   774          64          143         37.3        36.7         38.2       620.2      680.0       751.2          -1.5            2.4          9.6          21.1 
   775         172          302         28.7        31.5         30.4       583.0      710.0       671.3          10.0            6.1         21.8          15.1 
   776         215          155         43.9        38.2         36.4       372.7      371.0       318.4         -12.9          -17.0         -0.4         -14.6 
   777         114          168         38.7        38.1         38.0       372.5      378.0       377.6          -1.5           -1.7          1.5           1.4 
   778         335          470         20.9        19.4         20.7       189.2      181.0       265.8          -7.2           -0.8         -4.3          40.5 
   779         486          393         22.9        25.1         25.1       232.7      280.0       288.3           9.2            9.4         20.3          23.9 
   780         122          389         25.6        25.2         24.9       699.7      573.0       564.5          -1.7           -2.9        -18.1         -19.3 
   781           6          445         22.8        20.5         20.4       209.0      234.0       239.1         -10.4          -10.7         12.0          14.4 
   782         432          372         29.0        26.3         28.7       565.5      331.0       388.0          -9.2           -0.9        -41.5         -31.4 
   783          12          396         24.5        24.9         25.8       484.5      476.0       521.0           2.0            5.5         -1.8           7.5 
   784         184           82         44.4        43.3         43.5       671.6      743.0       742.9          -2.5           -2.1         10.6          10.6 
   785         212          310         31.6        30.2         30.6       356.8      364.0       378.6          -4.6           -3.2          2.0           6.1 
   786          61          253         31.9        32.8         33.1       525.9      593.0       605.9           2.8            3.9         12.8          15.2 
   787         222           84         38.7        40.1         41.4       711.3      793.0       862.5           3.7            7.1         11.5          21.3 
   788         357          166         41.3        36.1         38.8       778.6      623.0       807.6         -12.6           -6.1        -20.0           3.7 
   789          70           44         50.2        48.4         49.4       926.2      874.0       914.2          -3.5           -1.5         -5.6          -1.3 
   790         324          163         39.3        38.2         39.6       393.8      496.0       619.5          -2.6            0.9         25.9          57.3 
   791          84          209         37.7        36.2         37.1       695.8      588.0       594.2          -3.9           -1.6        -15.5         -14.6 
   792         218          474         24.3        20.2         21.1       235.4      204.0       227.0         -16.8          -13.3        -13.3          -3.6 
   793          68           91         46.8        44.4         45.7       893.7      852.0       904.3          -5.1           -2.4         -4.7           1.2 
   794         169           64         46.8        44.0         44.5       551.5      545.0       547.5          -5.8           -4.9         -1.2          -0.7 
   795         188          107         42.3        40.0         40.5       351.0      418.0       429.1          -5.5           -4.2         19.1          22.3 
   796         480          129         40.2        39.8         40.2       757.2      937.0       825.0          -0.8            0.1         23.7           8.9 
   797         217            8         47.9        49.9         51.8      1295.8     1538.0      1687.3           4.1            8.1         18.7          30.2 
   798         209          165         41.4        39.7         40.5      1035.2      818.0       864.6          -4.0           -2.1        -21.0         -16.5 
   799         101          245         37.5        33.4         33.0       315.9      292.0       274.6         -10.9          -11.9         -7.6         -13.1 
   800         470          388         25.1        24.1         24.6       674.9      804.0       785.3          -4.0           -1.9         19.1          16.4 
   801         168           96         45.5        41.4         41.9       674.5      675.0       695.1          -8.9           -7.9          0.1           3.1 
   802         103          390         26.6        25.2         26.4       262.5      227.0       254.4          -5.5           -0.9        -13.5          -3.1 
   803          71          120         42.3        40.1         39.9       395.9      375.0       362.3          -5.3           -5.7         -5.3          -8.5 
   804         231          446         21.2        20.3         20.9       203.4      174.0       207.4          -4.1           -1.5        -14.5           1.9 
   805         213          348         25.2        25.8         26.1       424.0      505.0       537.6           2.3            3.4         19.1          26.8 
   806          53          290         32.8        31.3         31.4       542.6      569.0       567.1          -4.8           -4.4          4.9           4.5 
   807         128          309         29.5        27.7         29.1       731.9      731.0       848.2          -6.2           -1.3         -0.1          15.9 
   808         190           75         48.0        45.5         46.8      1027.5     1133.0      1216.2          -5.2           -2.6         10.3          18.4 
   809         336          111         45.8        41.2         43.3       372.8      304.0       367.0         -10.0           -5.4        -18.5          -1.6 
   810         118           23         46.9        48.3         47.8       413.0      556.0       532.0           2.9            2.0         34.6          28.8 
   811         194          371         31.5        25.6         25.8       829.3      484.0       518.7         -18.8          -18.0        -41.6         -37.5 
   812         130          206         39.2        34.6         34.8       447.3      410.0       408.4         -11.8          -11.3         -8.3          -8.7 
   813         328           16         49.9        49.4         49.5       491.2      548.0       537.4          -1.1           -0.8         11.6           9.4 
