show_id,type,title,director,release_year,duration
s937,Movie,Herbie Goes Bananas,Vincent McEveety,1980,93
s938,Movie,Herbie Goes to Monte Carlo,Vincent McEveety,1977,105
s939,Movie,Herbie Rides Again,Robert Stevenson,1974,89
s940,Movie,Hercules,"John Musker, Ron Clements",1997,98
s941,Movie,High School Musical,Kenny Ortega,2006,100
s942,Movie,High School Musical 2,Kenny Ortega,2007,114
s943,Movie,High School Musical 3: Senior Year,Kenny Ortega,2008,121
s944,TV Show,High School Musical: The Musical: The Series,,2019,
s945,Movie,Hocus Pocus,Kenny Ortega,1993,96
s946,Movie,Home on the Range,"Will Finn, John Sanford",2004,82
s947,Movie,"Honey, I Blew Up the Kid",Randal Kleiser,1992,90
s948,Movie,"Honey, I Shrunk the Kids",Joe Johnston,1989,94
s949,Movie,"Honey, We Shrunk Ourselves",Dean Cundey,1997,76
s950,Movie,Horse Sense,Greg Beeman,1999,92
s951,TV Show,Hostile Planet,,2019,
s952,Movie,Hounded,Neal Israel,2001,92
s953,Movie,How Dogs Got Their Shapes,,2016,44
s954,Movie,How to Build a Better Boy,Paul Hoen,2014,94
s955,Movie,How to Fish,Jack Kinney,1942,7
s956,Movie,How to Swim,Jack Kinney,1942,8
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,,2012,
s958,Movie,I'll Be Home for Christmas,Arlene Sanford,1998,87
s959,Movie,Ice Age: The Great Egg-Scapade,Ricardo Curtis,2016,26
s960,Movie,Ice Princess,Tim Fywell,2005,99
s961,Movie,Inner Workings,Leo Matsuda,2016,6
s962,Movie,Inside Out,Pete Docter,2015,95
s963,Movie,Inspector Gadget,David Kellogg,1999,80
s964,Movie,Inspector Gadget 2,Alex Zamm,2003,90
s965,Movie,Into the Grand Canyon,Pete McBride,2019,82
s966,Movie,Into the Okavango,Neil Gelinas,2018,94
s967,Movie,Invincible,Ericson Core,2006,105
s968,Movie,Invisible Sister,Paul Hoen,2015,79
s969,TV Show,Iron Man (Series),,1994,
s970,TV Show,Iron Man Armored Adventures,,2008,
s971,Movie,Iron Will,Charles Haid,1994,109
s972,Movie,Jack,Francis Coppola,1996,113
s973,Movie,Jack-Jack Attack,Brad Bird,2005,6
s974,Movie,James and the Giant Peach,Henry Selick,1996,81
s975,Movie,Jane,Brett Morgen,2017,90
s976,TV Show,Jessie,,2011,
s977,Movie,Jingle Pols,,2013,45
s978,Movie,Johnny Kapahala: Back on Board,Eric Bross,2007,93
s979,Movie,Johnny Tsunami,Steve Boyum,1999,92
s980,Movie,Jonas Brothers: The Concert Experience,Bruce Hendricks,2009,89
s981,Movie,Journey to Shark Eden,,2010,47
s982,Movie,Journey to the Center of the Earth,Henry Levin,1959,130
s983,Movie,Jump In!,Paul Hoen,2007,86
s984,Movie,Jumping Ship,Michael Lange,2001,93
s985,Movie,Jungle 2 Jungle,John Pasquin,1997,105
s986,Movie,Jungle Cat,James Algar,1960,70
s987,Movie,Kazaam,Paul Glaser,1996,94
s988,TV Show,Kickin' It,,2010,
s989,Movie,Kim Possible,"Adam Stein, Zach Lipovsky",2019,88
s990,Movie,Kim Possible Movie: So the Drama,Steve Loter,2005,70
s991,Movie,Kingdom of the Apes: Battle Lines,,2017,44
s992,Movie,Kingdom of the Blue Whale,,2009,94
s993,TV Show,Kingdom of the White Wolf,,2019,
s994,Movie,Kitbull,Rosana Sullivan,2019,9
s995,Movie,Knick Knack Theatrical Short,John Lasseter,2003,4
s996,Movie,Kronk's New Groove,"Elliot Bour, Saul Blinkoff",2005,78
s997,Movie,La Luna,Enrico Casarosa,2012,7
s998,TV Show,Lab Rats,,2011,
s999,Movie,Lady and the Tramp,Charlie Bean,2019,111
s1000,Movie,Lava,James Murphy,2015,9
s1001,TV Show,LEGO Disney Frozen: Northern Lights (Shorts),,2016,
s1002,TV Show,LEGO Star Wars: All Stars,,2018,
s1003,TV Show,LEGO Star Wars: All Stars (Shorts),,2018,
s1004,TV Show,LEGO Star Wars: Droid Tales,,2014,
s1005,TV Show,LEGO Star Wars: Resistance Rises (Shorts),,2015,
s1006,TV Show,LEGO Star Wars: The Freemaker Adventures,,2015,
s1007,TV Show,LEGO Star Wars: The Freemaker Adventures (Shorts),,2016,
s1008,Movie,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,Michael Hegner,2014,24
s1009,Movie,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,Michael Hegner,2014,24
s1010,Movie,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,Michael Hegner,2014,24
s1011,Movie,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,Michael Hegner,2014,24
s1012,Movie,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,Michael Hegner,2014,24
s1013,Movie,Lemonade Mouth,Patricia Riggen,2011,110
s1014,Movie,Lend a Paw,Clyde Geronimi,1941,8
s1015,Movie,Leroy & Stitch,"Roberts Gannaway, Tony Craig",2006,76
s1016,Movie,Let it Shine,Paul Hoen,2012,103
s1017,Movie,Life is Ruff,Charles Haid,2005,85
s1018,Movie,Life With Mikey,James Lapine,1993,92
s1019,Movie,Life-Size 2,Steven Tsuchida,2018,82
s1020,Movie,Lifted,Gary Rydstrom,2006,5
s1021,Movie,Lilo & Stitch,"Christopher Sanders, Dean DeBlois",2002,86
s1022,Movie,Lilo & Stitch 2: Stitch Has a Glitch,"Tony Leondis, Michael LaBash",2005,70
s1023,TV Show,Lizzie McGuire,,2000,
s1024,Movie,Lonesome Ghosts,Burt Gillett,1937,9
s1025,TV Show,Lost Treasures of the Maya,,2018,
s1026,Movie,Lou,Dave Mullins,2017,7
s1027,Movie,Luck of the Irish,Paul Hoen,2001,86
s1028,Movie,Luxo Jr.,,1986,2
s1029,Movie,Magician Mickey,David Hand,1937,8
s1030,Movie,Mail Dog,Charles Nichols,1947,7
s1031,Movie,Man Among Cheetahs,,2017,44
s1032,Movie,Mars: Inside SpaceX,Julia Reagan,2018,47
s1033,TV Show,Marvel Comics X-Men,,1992,
s1034,TV Show,Marvel Rising: Initiation (Shorts),,2017,
s1035,Movie,Marvel Rising: Secret Warriors,Alfred Gimeno,2018,80
s1036,Movie,Marvel Studios: Assembling A Universe,,2014,43
s1037,Movie,Marvel Studios: Expanding the Universe,,2019,13
s1038,Movie,Marvel Studios' Ant-Man,Peyton Reed,2015,119
s1039,Movie,Marvel Studios' Avengers: Age of Ultron,Joss Whedon,2015,143
s1040,Movie,Marvel Studios' Avengers: Endgame,"Anthony Russo, Joe Russo",2019,183
s1041,Movie,Marvel Studios' Captain America: Civil War,"Anthony Russo, Joe Russo",2016,150
s1042,Movie,Marvel Studios' Captain America: The First Avenger,Joe Johnston,2011,126
s1043,Movie,Marvel Studios' Captain America: The Winter Soldier,"Anthony Russo, Joe Russo",2014,138
s1044,Movie,Marvel Studios' Captain Marvel,"Anna Boden, Ryan Fleck",2019,126
s1045,Movie,Marvel Studios' Doctor Strange,Scott Derrickson,2016,116
s1046,Movie,Marvel Studios' Guardians of the Galaxy,James Gunn,2014,122
s1047,Movie,Marvel Studios' Guardians of the Galaxy Vol. 2,James Gunn,2017,137
s1048,Movie,Marvel Studios' Iron Man,Jon Favreau,2008,127
s1049,Movie,Marvel Studios' Iron Man 2,Jon Favreau,2010,125
s1050,Movie,Marvel Studios' Iron Man 3,Shane Black,2013,132
s1051,Movie,Marvel Studios' The Avengers,Joss Whedon,2012,145
s1052,Movie,Marvel Studios' Thor,Kenneth Branagh,2011,116
s1053,Movie,Marvel Studios' Thor: The Dark World,Alan Taylor,2013,114
s1054,TV Show,Marvel Ultimate Spider-Man,,2011,
s1055,TV Show,Marvel's Agent Carter,,2014,
s1056,TV Show,Marvel's Ant-Man (Shorts),,2016,
s1057,TV Show,Marvel's Avengers Assemble,,2012,
s1058,TV Show,Marvel's Avengers: Secret Wars (Shorts),,2016,
s1059,TV Show,Marvel's Guardians of the Galaxy (Series),,2015,
s1060,TV Show,Marvel's Guardians of the Galaxy (Shorts),,2014,
s1061,TV Show,Marvel's Hero Project,,2019,
s1062,TV Show,Marvel's Inhumans,,2017,
s1063,TV Show,Marvel's Rocket & Groot (Shorts),,2016,
s1064,TV Show,Marvel's Ultimate Comics,,2016,
s1065,Movie,Mary Poppins,Robert Stevenson,1964,142
s1066,Movie,Mater and the Ghostlight,John Lasseter,2006,8
s1067,Movie,Meet the Deedles,Steve Boyum,1998,94
s1068,Movie,Meet the Robinsons,Stephen Anderson,2007,97
s1069,Movie,Melody Time,"Clyde Geronimi, Jack Kinney, Hamilton Luske",1948,76
s1070,Movie,Mickey Down Under,Charles Nichols,1948,7
s1071,TV Show,Mickey Mouse (Shorts),,2012,
s1072,TV Show,Mickey Mouse Club (1955-59),,1955,
s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,2004,71
s1074,Movie,Mickey's Birthday Party,Riley Thomson,1942,9
s1075,Movie,Mickey's Christmas Carol,Burny Mattinson,1983,26
s1076,Movie,Mickey's Delayed Date,Charles Nichols,1947,7
s1077,Movie,Mickey's Once Upon a Christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers",1999,67
s1078,Movie,Mickey's Rival,"Wilfred Jackson, Walt Disney",1936,9
s1079,Movie,Mickey's Trailer,Ben Sharpsteen,1938,8
s1080,Movie,Mickey's Twice Upon a Christmas,Matthew O'Callaghan,2004,70
s1081,Movie,Mighty Joe Young,Ron Underwood,1998,116
s1082,Movie,Mike's New Car,"Pete Docter, Roger Gould",2002,5
s1083,Movie,Minutemen,Lev Spiro,2008,91
s1084,Movie,Miracle,Gavin O'Connor,2004,137
s1085,Movie,Miracle at Midnight,Ken Cameron,1998,89
s1086,Movie,Miracle in Lane 2,Greg Beeman,2000,90
s1087,Movie,Miracle Landing on the Hudson,,2014,44
s1088,Movie,Mission to the Sun,Daniel Smith,2018,44
s1089,Movie,Moana,"John Musker, Ron Clements",2016,108
s1090,Movie,Mom's Got a Date With a Vampire,Stephen Boyum,2000,83
s1091,Movie,Monsters University,Dan Scanlon,2013,104
s1092,Movie,"Monsters, Inc.",Pete Docter,2001,93
s1093,Movie,Motocrossed,Steve Boyum,2001,92
s1094,Movie,Mr. Boogedy,Oz Scott,1986,46
s1095,Movie,Mr. Duck Steps Out,Jack King,1940,9
s1096,Movie,Mr. Mouse Takes a Trip,Clyde Geronimi,1940,8
s1097,Movie,Mulan II,"Darrell Rooney, Lynne Southerland",2005,82
s1098,TV Show,Muppet Moments (Shorts),,2014,
s1099,Movie,Muppet Treasure Island,Brian Henson,1996,101
s1100,Movie,Muppets Most Wanted,James Bobin,2014,111
s1101,Movie,My Favorite Martian,Donald Petrie,1999,94
s1102,TV Show,My Friends Tigger & Pooh,,2006,
s1103,Movie,National Treasure: Book of Secrets,Jon Turteltaub,2007,125
s1104,Movie,Newsies,Kenny Ortega,1992,122
s1105,Movie,Newsies: The Broadway Musical,"Jeff Calhoun, Brett Sullivan",2017,134
s1106,Movie,Noelle,Marc Lawrence,2019,105
s1107,Movie,Now You See It,Duwayne Dunham,2005,89
s1108,Movie,Olaf's Frozen Adventure,"Stevie Wermers-Skelton, Kevin Deters",2017,25
s1109,Movie,Old Yeller,Robert Stevenson,1957,84
s1110,Movie,Oliver & Company,George Scribner,1988,76
s1111,Movie,Once Upon a Mattress,Kathleen Marshall,2005,88
s1112,Movie,One Magic Christmas,Phillip Borsos,1985,89
s1113,Movie,One Man Band,"Mark Andrews, Andrew Jimenez",2006,5
s1114,Movie,Operation Dumbo Drop,Simon Wincer,1995,109
s1115,TV Show,Origins: The Journey of Humankind,,2016,
s1116,TV Show,Out of the Box,,1998,
s1117,Movie,Paris To Pittsburgh,"Sidney Beaumont, Michael Bonfiglio",2018,77
s1118,Movie,Partly Cloudy,Peter Sohn,2009,6
s1119,Movie,Party Central,Kelsey Mann,2014,7
s1120,Movie,Perri,"N. Paul Kenworthy, Ralph Wright",1957,75
s1121,Movie,Pete's Dragon,David Lowery,2016,106
s1122,Movie,Peter Pan,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson",1953,79
s1123,Movie,Peter Pan: Return to Never Land,Robin Budd,2002,77
s1124,Movie,Phantom of the Megaplex,Blair Treu,2000,89
s1125,TV Show,Phil of the Future,,2003,
s1126,TV Show,Phineas and Ferb,,2007,
s1127,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"Dan Povenmire, Robert Hughes",2011,79
s1128,Movie,Phineas and Ferb: Mission Marvel,"Robert Hughes, Sue Perrotto",2013,46
s1129,Movie,Piglet's Big Movie,Francis Glebas,2003,78
s1130,Movie,Pinocchio,"Ben Sharpsteen, Hamilton Luske",1940,90
s1131,Movie,Piper,Alan Barillaro,2016,6
s1132,Movie,Pirates of the Caribbean: At World's End,Gore Verbinski,2007,169
s1133,Movie,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,2006,152
s1134,Movie,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,2003,144
s1135,TV Show,Pixar In Real Life,,2019,
s1136,Movie,Pixel Perfect,Mark Dippé,2004,90
s1137,Movie,Planet of the Birds,,2018,45
s1138,Movie,Pluto and the Gopher,Charles Nichols,1950,7
s1139,Movie,Pluto's Christmas Tree,Jack Hannah,1952,7
s1140,Movie,Pluto's Surprise Package,Charles Nichols,1949,7
s1141,Movie,Pluto's Sweater,Charles Nichols,1949,7
s1142,Movie,Pocahontas,"Mike Gabriel, Eric Goldberg",1995,85
s1143,Movie,Pocahontas II: Journey to a New World,"Bradley Raymond, Tom Ellery",1998,77
s1144,Movie,Pollyanna,David Swift,1960,135
s1145,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,Karl Geurs,1997,78
s1146,Movie,Pooh's Heffalump Movie,Frank Nissen,2005,73
s1147,Movie,Presto,Doug Sweetland,2008,5
s1148,Movie,Princess Protection Program,Allison Liddi-Brown,2009,90
s1149,Movie,Purl,Kristen Lester,2019,12
s1150,TV Show,Quack Pack,,1996,
s1151,Movie,Queen of Katwe,Mira Nair,2016,125
s1152,Movie,Quints,Bill Corcoran,2000,83
s1153,Movie,Ratatouille,Brad Bird,2007,111
s1154,Movie,Read It and Weep,Paul Hoen,2006,85
s1155,Movie,Ready to Run,Duwayne Dunham,2000,89
s1156,Movie,Recess: All Growed Down,"Howy Parkins, Chuck Sheetz",2003,61
s1157,Movie,Recess: School's Out,Chuck Sheetz,2001,87
s1158,Movie,Recess: Taking the 5th Grade,Howy Parkins,2003,63
s1159,Movie,Red's Dream,John Lasseter,1987,4
s1160,Movie,Remember the Titans,Boaz Yakin,2000,114
s1161,Movie,Rescue Dog,Charles Nichols,1947,7
s1162,Movie,Return from Witch Mountain,John Hough,1978,94
s1163,Movie,Return to Halloweentown,David Jackson,2006,89
s1164,Movie,Return to Oz,Walter Murch,1985,110
s1165,Movie,Richie Rich's Christmas Wish,John Murlowski,1998,85
s1166,Movie,Right on Track,Duwayne Dunham,2003,88
s1167,Movie,Riley’s First Date?,Josh Cooley,2015,8
s1168,Movie,Rip Girls,Joyce Chopra,2000,87
s1169,Movie,Robin Hood,Wolfgang Reitherman,1973,85
s1170,TV Show,Rocky Mountain Animal Rescue,,2018,
s1171,Movie,Rogue One: A Star Wars Story,Gareth Edwards,2016,134
s1172,Movie,Roving Mars,George Butler,2006,41
s1173,Movie,Ruby Bridges,Euzhan Palcy,1998,90
s1174,Movie,Sacred Planet,Jon Long,2004,47
s1175,Movie,Saludos Amigos,"Bill Roberts, Jack Kinney, Ham Luske",1943,42
s1176,Movie,"Sammy, The Way-Out Seal",Norman Tokar,1962,43
s1177,Movie,Sanjay's Super Team,Sanjay Patel,2015,7
s1178,Movie,Santa Paws 2: The Santa Pups,Robert Vince,2012,92
s1179,Movie,Santa's Workshop,Wilfred Jackson,1932,7
s1180,Movie,Saving Mr. Banks,John Hancock,2013,129
s1181,Movie,Science Fair,"Cristina Costantini, Darren Foster",2018,91
s1182,Movie,Sea of Hope: America's Underwater Treasures,Robert Nixon,2017,47
s1183,Movie,Secret of The Wings,Peggy Holmes,2012,79
s1184,Movie,Secretariat,Randall Wallace,2010,124
s1185,Movie,Secrets of Christ's Tomb: Explorer Special,Bob Strange,2017,47
s1186,Movie,Secrets of Life,James Algar,1956,70
s1187,Movie,Secrets of the King Cobra,,2012,47
s1188,TV Show,Shake It Up,,2010,
s1189,Movie,Sharks of Lost Island,,2013,45
s1190,Movie,Sharpay's Fabulous Adventure,Michael Lembeck,2011,92
s1191,Movie,Shipwrecked,Nils Gaup,1991,93
s1192,TV Show,Silver Surfer,,1997,
s1193,Movie,Simpsons Movie,David Silverman,2007,88
s1194,Movie,Sister Act,Emile Ardolino,1992,101
s1195,Movie,Sister Act 2: Back in the Habit,Bill Duke,1993,108
s1196,Movie,Skyrunners,Ralph Hemecker,2009,93
s1197,Movie,Sleeping Beauty,Clyde Geronimi,1959,77
s1198,Movie,Smart House,LeVar Burton,1999,82
s1199,Movie,Smash and Grab,Brian Larsen,2019,8
s1200,Movie,Snow White and The Seven Dwarfs,David Hand,1937,84
s1201,Movie,Snowball Express,Norman Tokar,1972,94
s1202,Movie,Snowglobe,Ron Lagomarsino,2007,90
s1203,TV Show,So Weird,,1999,
s1204,Movie,Society Dog Show,Bill Roberts,1939,9
s1205,TV Show,Spider-Man (Shorts),,2016,
s1206,TV Show,Spider-Man and His Amazing Friends,,1982,
s1207,TV Show,Spider-Man Unlimited,,1999,
s1208,TV Show,Spider-Woman,,1979,
s1209,TV Show,Star Wars Forces of Destiny (Shorts),,2016,
s1210,TV Show,Star Wars Rebels,,2014,
s1211,TV Show,Star Wars Rebels (Shorts),,2014,
s1212,Movie,Star Wars: A New Hope (Episode IV),George Lucas,1977,125
s1213,Movie,Star Wars: Attack of the Clones (Episode II),George Lucas,2002,143
s1214,TV Show,Star Wars: Blips,,2019,
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),Richard Marquand,1983,135
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),George Lucas,2005,140
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),Irvin Kershner,1980,127
s1218,Movie,Star Wars: The Force Awakens (Episode VII),J.J. Abrams,2015,139
s1219,Movie,Star Wars: The Phantom Menace (Episode I),George Lucas,1999,136
s1220,Movie,Starstruck,Michael Grossman,2010,81
s1221,Movie,Steamboat Willie,"Walt Disney, Ub Iwerks",1928,8
s1222,Movie,Stepsister from Planet Weird,Steve Boyum,2000,86
s1223,Movie,Stitch! The Movie,"Tony Craig, Bobs Gannaway",2003,62
s1224,Movie,Stonehenge Decoded: Secrets Revealed,Christopher Spencer,2008,44
s1225,Movie,Stuck in the Suburbs,Savage Holland,2004,79
s1226,Movie,Sultan and the Rock Star,Ed Abroms,1980,47
s1227,Movie,Super Buddies,Robert Vince,2013,83
s1228,Movie,Swiss Family Robinson,Edward Ludwig,1940,94
s1229,TV Show,TaleSpin,,1990,
s1230,Movie,Tall Tale,Jeremiah Chechik,1995,97
s1231,Movie,Tangled,"Nathan Greno, Byron Howard",2010,101
s1232,Movie,Tangled Before Ever After,"Tom Caulfield, Stephen Sandoval",2017,58
s1233,Movie,Tarzan & Jane,Steve Loter,2002,78
s1234,Movie,Teacher's Pet,Timothy Björklund,2004,75
s1235,Movie,Teen Beach 2,Jeffrey Hornaday,2015,106
s1236,Movie,Teen Beach Movie,Jeffrey Hornaday,2013,97
s1237,Movie,Teen Spirit,Gil Junger,2011,82
s1238,Movie,That Darn Cat,Bob Spiers,1997,90
s1239,Movie,That Darn Cat!,Robert Stevenson,1965,116
s1240,Movie,The Absent-Minded Professor,Robert Stevenson,1961,96
s1241,Movie,The Adventures of André & Wally B.,Alvy Smith,1984,2
s1242,Movie,The Adventures of Bullwhip Griffin,James Neilson,1967,111
s1243,Movie,The Adventures of Huck Finn,Stephen Sommers,1993,108
s1244,Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar",1949,69
s1245,TV Show,The Adventures of Spin and Marty,,1955,
s1246,Movie,The African Lion,James Algar,1955,72
s1247,Movie,The Apple Dumpling Gang,Norman Tokar,1975,100
s1248,Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,1979,89
s1249,Movie,The Aristocats,Wolfgang Reitherman,1970,81
s1250,Movie,The Art of Skiing,Jack Kinney,1941,8
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,,2010,
s1252,TV Show,The Avengers: United They Stand,,1999,
s1253,Movie,The Band Concert,"Wilfred Jackson, Walt Disney",1935,10
s1254,Movie,The Bears and I,Bernard McEveety,1974,83
s1255,Movie,The Big Bad Wolf,Burt Gillett,1934,9
s1256,Movie,The Biscuit Eater,Vincent McEveety,1972,93
s1257,Movie,The Black Cauldron,"Ted Berman, Richard Rich",1985,82
s1258,Movie,The Black Hole,Gary Nelson,1979,98
s1259,Movie,The Blue Umbrella,Saschka Unseld,2013,7
s1260,TV Show,The Book of Once Upon a Time,,2014,
s1261,TV Show,The Book of Pooh,,2000,
s1262,Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,1998,73
s1263,Movie,The Castaway Cowboy,Vincent McEveety,1974,91
s1264,Movie,The Cheetah Girls,Oz Scott,2003,94
s1265,Movie,The Cheetah Girls 2,Kenny Ortega,2006,98
s1266,Movie,The Cheetah Girls: One World,Paul Hoen,2008,85
s1267,Movie,The Christmas Star,Alan Shapiro,1986,94
s1268,Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,2008,154
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,2005,147
s1270,Movie,The Color of Friendship,Kevin Hooks,2000,83
s1271,Movie,The Computer Wore Tennis Shoes,Robert Butler,1969,90
s1272,Movie,The Country Bears,Peter Hastings,2002,91
s1273,Movie,The Emperor's New Groove,Mark Dindal,2000,82
s1274,Movie,The Even Stevens Movie,Sean McNamara,2003,94
s1275,Movie,The Flood,Brad Bestelink,2018,93
s1276,Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich",1981,85
s1277,Movie,The Fox and the Hound 2,Jim Kammerud,2006,73
s1278,Movie,The Game Plan,Andy Fickman,2007,112
s1279,Movie,The Ghosts of Buxley Hall,Bruce Bilson,1980,93
s1280,Movie,The Goddess of Spring,Wilfred Jackson,1934,10
s1281,Movie,The Golden Touch,Walt Disney,1935,11
s1282,Movie,The Good Dinosaur,Peter Sohn,2015,94
s1283,Movie,The Great Muppet Caper,Jim Henson,1981,98
s1284,Movie,The Greatest Game Ever Played,Bill Paxton,2005,122
s1285,Movie,The Haunted Mansion,Rob Minkoff,2003,89
s1286,Movie,The Hockey Champ,Jack King,1939,9
s1287,Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise",1996,96
s1288,Movie,The Hunchback of Notre Dame II,Bradley Raymond,2002,69
s1289,TV Show,The Imagineering Story,,2019,
s1290,Movie,The Incredible Journey,Fletcher Markle,1963,80
s1291,Movie,The Incredibles,Brad Bird,2004,116
s1292,Movie,The Journey of Natty Gann,Jeremy Kagan,1985,101
s1293,Movie,The Jungle Book 2,Steve Trenbirth,2003,77
s1294,Movie,The Jungle Book: Mowgli's Story,Nick Marck,1998,77
s1295,Movie,The Legend of Mor'du,Brian Larsen,2012,8
s1296,Movie,The Lion King 1 1/2,Bradley Raymond,2004,80
s1297,Movie,The Lion King 2: Simba's Pride,Darrell Rooney,1998,84
s1298,Movie,The Little Mermaid,"Ron Clements, John Musker",1989,86
s1299,Movie,The Little Mermaid II:  Return to the Sea,Jim Kammerud,2000,77
s1300,Movie,The Little Mermaid:  Ariel's Beginning,Peggy Holmes,2008,79
s1301,Movie,The Little Whirlwind,Riley Thomas,1941,9
s1302,Movie,The Living Desert,James Algar,1953,69
s1303,Movie,The Lizzie McGuire Movie,Jim Fall,2003,95
s1304,Movie,The Lost Tomb of Alexander the Great,Duncan Singh,2019,44
s1305,Movie,The Love Bug (1969),Robert Stevenson,1969,108
s1306,Movie,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery",1977,75
s1307,Movie,The Million Dollar Duck,Vincent McEveety,1971,93
s1308,Movie,The Mistle-Tones,Paul Hoen,2012,87
s1309,Movie,The Muppet Christmas Carol,Brian Henson,1992,87
s1310,Movie,The Muppet Movie,James Frawley,1979,95
s1311,Movie,The Muppets,James Bobin,2011,108
s1312,TV Show,The Muppets (Series),,2015,
s1313,TV Show,The New Adventures of Winnie the Pooh,,1988,
s1314,Movie,The Old Mill,Wilfred Jackson,1937,9
s1315,Movie,The Olympic Champ,Jack Kinney,1942,7
s1316,Movie,The Parent Trap,Nancy Meyers,1998,129
s1317,Movie,The Parent Trap (1961),David Swift,1961,129
s1318,Movie,The Pied Piper,Wilfred Jackson,1933,8
s1319,Movie,The Plausible Impossible (Disneyland: 1954-58),"Wilfred Jackson, William Beaudine",1956,52
s1320,Movie,The Poof Point,Neal Israel,2001,80
s1321,Movie,The Prince and the Pauper,Don Chaffey,1962,94
s1322,Movie,The Princess and the Frog,"John Musker, Ron Clements",2009,99
s1323,Movie,The Princess Diaries,Garry Marshall,2001,116
s1324,Movie,The Princess Diaries 2: Royal Engagement,Garry Marshall,2004,114
s1325,Movie,The Proud Family Movie,Bruce Smith,2005,95
s1326,Movie,The Reluctant Dragon,Alfred Werker,1941,74
s1327,TV Show,The Replacements,,2006,
s1328,Movie,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens",1977,78
s1329,Movie,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel",1990,78
s1330,Movie,The Rookie,John Hancock,2002,129
s1331,Movie,The Santa Clause,John Pasquin,1994,98
s1332,Movie,The Santa Clause 2,Michael Lembeck,2002,106
s1333,Movie,The Santa Clause 3: The Escape Clause,Michael Lembeck,2006,94
s1334,Movie,The Scream Team,Stuart Gillard,2002,88
s1335,Movie,The Secret of the Magic Gourd,"朱家欣 , 钟智行",2009,84
s1336,Movie,The Shaggy D.A.,Robert Stevenson,1976,92
s1337,Movie,The Shaggy Dog,Charles Barton,1959,102
s1338,Movie,The Sign of Zorro,"Lewis Foster, Norman Foster",1960,90
s1339,Movie,The Simple Things,Charles Nichols,1953,8
s1340,Movie,The Sound of Music,Robert Wise,1965,175
s1341,Movie,The Story of Robin Hood And His Merrie Men,Ken Annakin,1952,84
s1342,Movie,The Strongest Man in the World,Vincent McEveety,1975,92
s1343,Movie,The Suite Life Movie,Sean McNamara,2011,81
s1344,TV Show,The Suite Life of Zack & Cody,,2004,
s1345,TV Show,The Suite Life On Deck,,2008,
s1346,Movie,The Swap,Jay Karas,2016,91
s1347,Movie,The Thirteenth Year,Duwayne Dunham,1999,89
s1348,Movie,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney",1945,72
s1349,Movie,The Three Musketeers,Stephen Herek,1993,106
s1350,Movie,The Tigger Movie,Jun Falkenstein,2000,81
s1351,Movie,The Tortoise and the Hare,Wilfred Jackson,1935,9
s1352,Movie,The Ugly Dachshund,Norman Tokar,1966,93
s1353,Movie,The Ugly Duckling,Jack Cutting,1939,9
s1354,Movie,The Ultimate Christmas Present,Greg Beeman,2000,81
s1355,Movie,The Vanishing Prairie,James Algar,1954,71
s1356,Movie,The Wild,Steve Williams,2006,86
s1357,Movie,The Wise Little Hen,Wilfred Jackson,1934,8
s1358,Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,2013,59
s1359,TV Show,The World According to Jeff Goldblum,,2019,
s1360,Movie,The Young Black Stallion,Simon Wincer,2003,51
s1361,Movie,Three Blind Mouseketeers,Dave Hand,1936,9
s1362,Movie,Three Days,Michael Switzer,2001,93
s1363,Movie,Three Little Pigs,Burt Gillett,1933,9
s1364,Movie,Three Little Wolves,Dave Hand,1936,9
