rank,genre,platform,decade,sales
2528,Act,Nin,2010,0.26
2529,Adv,Nin,2000,0.26
2530,Rac,Son,2000,0.26
2531,Act,Nin,2000,0.26
2532,Rac,Son,2000,0.26
2533,Act,Son,2000,0.26
2534,Act,Nin,1990,0.26
2535,Sho,Nin,1990,0.26
2536,Sho,Nin,1990,0.26
2537,Adv,Nin,2000,0.26
2538,Act,Son,2010,0.26
2539,Act,Son,2000,0.26
2540,Adv,Nin,2000,0.26
2541,Act,MiS,2010,0.26
2542,Act,Son,2000,0.26
2543,Act,Nin,2000,0.26
2544,Adv,Son,2010,0.26
2545,Rac,Son,2000,0.26
2546,Rac,Nin,2000,0.26
2547,Act,Son,2010,0.26
2548,Rac,MiS,2010,0.26
2549,Act,Nin,2000,0.26
2550,Act,Nin,2000,0.26
2551,Act,MiS,2000,0.26
2552,Adv,Nin,2000,0.26
2553,Act,Nin,2000,0.26
2554,Sho,MiS,2010,0.26
2555,Adv,MiS,2000,0.26
2556,Rac,Son,2000,0.26
2557,Sho,MiS,2000,0.26
2558,Act,Son,2010,0.26
2559,Adv,Son,2000,0.26
2560,Rac,Son,1990,0.26
2561,Act,Son,2010,0.26
2562,Act,Son,2010,0.26
2563,Adv,Nin,2000,0.26
2564,Rac,Son,2000,0.26
2565,Rac,Nin,2000,0.26
2566,Act,Nin,2010,0.26
2567,Adv,Nin,2000,0.26
2568,Rac,Son,2000,0.26
2569,Adv,Son,2000,0.26
2570,Act,Com,2010,0.26
2571,Rac,Son,2000,0.26
2572,Rac,Son,2000,0.26
2573,Act,Son,2000,0.25
2574,Act,Son,2000,0.25
2575,Adv,Son,2010,0.25
2576,Act,Son,2000,0.25
2577,Adv,Nin,2000,0.25
2578,Rac,MiS,2000,0.25
2579,Sho,Son,2000,0.25
2580,Act,Nin,2000,0.25
2581,Act,Nin,2000,0.25
2582,Act,Nin,2000,0.25
2583,Sho,Son,2000,0.25
2584,Rac,MiS,2000,0.25
2585,Act,MiS,2010,0.25
2586,Act,MiS,2010,0.25
2587,Act,Son,2000,0.25
2588,Act,MiS,2000,0.25
2589,Rac,Son,1990,0.25
2590,Act,Son,2000,0.25
2591,Act,MiS,2000,0.25
2592,Act,Son,2000,0.25
2593,Sho,MiS,2000,0.25
2594,Sho,Nin,2000,0.25
2595,Act,Nin,2000,0.25
2596,Act,MiS,2000,0.25
2597,Rac,Son,2000,0.25
2598,Act,MiS,2010,0.25
2599,Act,MiS,2000,0.25
2600,Sho,MiS,2000,0.25
2601,Rac,MiS,2000,0.25
2602,Rac,Nin,1990,0.25
2603,Rac,Nin,1990,0.25
2604,Act,Nin,1990,0.25
2605,Act,Son,2000,0.25
2606,Rac,Son,1990,0.25
2607,Adv,Com,2010,0.25
2608,Act,Com,2010,0.25
2609,Adv,MiS,2000,0.25
2610,Act,Son,2000,0.25
2611,Sho,MiS,2000,0.25
2612,Act,Son,2010,0.25
2613,Act,Son,1990,0.25
2614,Act,Nin,2000,0.25
2615,Act,MiS,2010,0.25
2616,Act,Son,2010,0.25
2617,Act,Nin,2010,0.25
2618,Act,Son,2000,0.25
2619,Sho,MiS,2000,0.25
2620,Rac,Son,2000,0.25
2621,Adv,Son,2000,0.25
2622,Rac,Son,2000,0.25
2623,Rac,Son,2000,0.25
2624,Rac,MiS,2000,0.25
2625,Act,Son,2000,0.25
2626,Rac,Son,2000,0.25
2627,Act,MiS,2010,0.25
2628,Sho,Son,1990,0.25
2629,Rac,Son,2000,0.25
2630,Rac,Son,1990,0.25
2631,Adv,Nin,2000,0.25
2632,Act,Nin,2000,0.25
2633,Rac,Son,2000,0.25
2634,Sho,Son,2000,0.25
2635,Adv,Nin,2010,0.25
2636,Act,MiS,2010,0.25
2637,Rac,Nin,2000,0.25
2638,Sho,Nin,2000,0.25
2639,Adv,Son,2000,0.25
2640,Adv,Son,2000,0.24
2641,Act,MiS,2010,0.24
2642,Sho,Nin,2010,0.24
2643,Rac,MiS,2010,0.24
2644,Adv,Nin,2000,0.24
2645,Rac,Son,2010,0.24
2646,Act,Nin,2010,0.24
2647,Adv,Nin,2000,0.24
2648,Act,Son,1990,0.24
2649,Sho,Son,2000,0.24
2650,Sho,Com,2010,0.24
2651,Act,MiS,2000,0.24
2652,Rac,MiS,2000,0.24
2653,Act,Nin,2000,0.24
2654,Adv,Nin,2000,0.24
2655,Sho,Son,2000,0.24
2656,Adv,Nin,2000,0.24
2657,Act,MiS,2000,0.24
2658,Act,Son,1990,0.24
2659,Act,Nin,2010,0.24
2660,Rac,MiS,2000,0.24
2661,Act,Nin,2000,0.24
2662,Rac,MiS,2010,0.24
2663,Rac,MiS,2000,0.24
2664,Sho,MiS,2000,0.24
2665,Sho,Com,2010,0.24
2666,Act,Nin,2000,0.24
2667,Rac,Nin,2000,0.24
2668,Adv,Nin,2010,0.24
2669,Act,MiS,2000,0.24
2670,Act,Nin,2010,0.24
2671,Rac,Son,2000,0.24
2672,Rac,Son,2000,0.24
2673,Act,MiS,2000,0.24
2674,Rac,Son,2000,0.24
2675,Act,Son,2000,0.24
2676,Act,Nin,1990,0.24
2677,Rac,Nin,1990,0.24
2678,Act,Nin,2000,0.24
2679,Act,Son,2000,0.24
2680,Act,Nin,2010,0.24
2681,Act,Nin,2000,0.24
2682,Act,Son,2000,0.24
2683,Rac,Nin,2000,0.24
2684,Adv,Nin,2000,0.24
2685,Sho,Son,1990,0.24
2686,Act,Son,2000,0.24
2687,Act,Nin,2010,0.24
2688,Act,Son,2010,0.24
2689,Rac,MiS,2010,0.24
2690,Act,MiS,2010,0.24
2691,Adv,Nin,2010,0.24
2692,Rac,MiS,2000,0.24
2693,Rac,Son,2000,0.24
2694,Adv,Nin,2010,0.24
2695,Act,Nin,2000,0.24
2696,Adv,Nin,2000,0.24
2697,Act,MiS,2010,0.24
2698,Act,MiS,2010,0.24
2699,Act,MiS,2000,0.24
2700,Act,Son,1990,0.24
2701,Act,Son,2010,0.24
2702,Act,Son,2000,0.24
2703,Rac,Nin,2010,0.24
2704,Sho,Son,2000,0.24
2705,Act,MiS,2000,0.24
2706,Act,Nin,2000,0.24
2707,Act,MiS,2000,0.24
2708,Sho,MiS,2010,0.24
2709,Rac,Nin,2010,0.24
2710,Adv,Son,2010,0.24
2711,Act,Nin,2010,0.24
2712,Rac,Son,2000,0.24
2713,Act,Son,2000,0.23
2714,Rac,Nin,2000,0.23
2715,Act,Nin,2010,0.23
2716,Act,Son,2000,0.23
2717,Rac,Nin,2000,0.23
2718,Rac,MiS,2000,0.23
2719,Act,MiS,2000,0.23
2720,Act,Nin,2010,0.23
2721,Act,MiS,2000,0.23
2722,Act,Son,2010,0.23
2723,Act,Nin,2010,0.23
2724,Act,Nin,2010,0.23
2725,Rac,Son,2000,0.23
2726,Rac,MiS,2000,0.23
2727,Act,Son,2010,0.23
2728,Sho,Son,2000,0.23
2729,Rac,Son,2000,0.23
2730,Rac,Nin,2000,0.23
2731,Act,Son,2000,0.23
2732,Act,Nin,2000,0.23
2733,Sho,Nin,2000,0.23
2734,Act,Nin,2000,0.23
2735,Adv,Nin,2000,0.23
2736,Act,MiS,2000,0.23
2737,Adv,Son,2000,0.23
2738,Act,MiS,2010,0.23
2739,Act,Nin,2010,0.23
2740,Act,MiS,2000,0.23
2741,Sho,Son,2000,0.23
2742,Adv,Nin,2010,0.23
2743,Act,MiS,2000,0.23
2744,Rac,Son,2000,0.23
2745,Act,Son,1990,0.23
2746,Rac,MiS,2010,0.23
2747,Sho,Com,2010,0.23
2748,Act,MiS,2000,0.23
2749,Act,Son,2010,0.23
2750,Act,Nin,2000,0.23
2751,Act,MiS,2010,0.23
2752,Act,Nin,2000,0.23
2753,Adv,Son,2010,0.23
2754,Act,Son,2000,0.23
2755,Act,Nin,2000,0.23
2756,Act,Son,2000,0.23
2757,Adv,Son,2000,0.23
2758,Act,Son,1990,0.23
2759,Adv,Nin,2000,0.23
2760,Rac,Son,2000,0.23
2761,Adv,Nin,2000,0.23
2762,Sho,MiS,2000,0.23
2763,Sho,MiS,2000,0.23
2764,Adv,Son,2000,0.23
2765,Act,Son,2000,0.23
2766,Sho,Nin,1990,0.23
2767,Act,Son,1990,0.23
2768,Sho,Son,2000,0.23
2769,Rac,Nin,2010,0.23
2770,Sho,Son,1990,0.23
2771,Adv,Son,2010,0.23
2772,Adv,Son,2000,0.23
2773,Sho,Son,2010,0.23
2774,Act,Nin,2010,0.23
2775,Adv,Nin,2010,0.23
2776,Act,Son,2000,0.23
2777,Rac,Nin,2010,0.23
2778,Sho,Com,2010,0.23
2779,Act,Son,2000,0.22
2780,Act,Son,2010,0.22
2781,Act,Son,2000,0.22
2782,Act,Son,2010,0.22
2783,Act,MiS,2010,0.22
2784,Act,Nin,2010,0.22
2785,Act,Son,2000,0.22
2786,Act,Son,2000,0.22
2787,Act,Son,2010,0.22
2788,Sho,MiS,2000,0.22
2789,Sho,Son,2000,0.22
2790,Act,Nin,2010,0.22
2791,Rac,Son,2000,0.22
2792,Act,Son,2010,0.22
2793,Rac,Son,2000,0.22
2794,Act,Nin,2000,0.22
2795,Adv,Nin,2000,0.22
2796,Rac,Son,2010,0.22
2797,Sho,Son,2010,0.22
2798,Act,Nin,2000,0.22
2799,Sho,Son,2000,0.22
2800,Act,Son,2000,0.22
2801,Act,Nin,2010,0.22
2802,Act,Com,2010,0.22
2803,Act,Son,2010,0.22
2804,Act,Son,2000,0.22
2805,Act,Son,2010,0.22
2806,Act,Nin,2010,0.22
2807,Act,Nin,2000,0.22
2808,Adv,Nin,2010,0.22
2809,Act,Son,2000,0.22
2810,Sho,Com,2010,0.22
2811,Adv,Son,2010,0.22
2812,Adv,Nin,2000,0.22
2813,Act,MiS,2000,0.22
2814,Adv,MiS,2010,0.22
2815,Act,Nin,2000,0.22
2816,Act,Nin,1990,0.22
2817,Act,Nin,2000,0.22
2818,Adv,Nin,2000,0.22
2819,Rac,Nin,2000,0.22
2820,Adv,Nin,2000,0.22
2821,Sho,Nin,2000,0.22
2822,Act,MiS,2000,0.22
2823,Act,Nin,2000,0.22
2824,Sho,MiS,2000,0.22
2825,Act,MiS,2010,0.22
2826,Act,Son,2010,0.22
2827,Act,Nin,2000,0.22
2828,Sho,MiS,2000,0.22
2829,Act,Com,2010,0.22
2830,Act,Nin,2000,0.22
2831,Adv,Nin,2010,0.22
2832,Act,Nin,2000,0.22
2833,Adv,Nin,2000,0.22
2834,Rac,Son,2000,0.22
2835,Act,Son,2010,0.22
2836,Act,Son,1990,0.22
2837,Rac,Son,1990,0.22
2838,Sho,Son,2010,0.22
2839,Rac,Son,2010,0.22
2840,Act,Nin,2000,0.22
2841,Act,Nin,2000,0.22
2842,Sho,MiS,2010,0.22
2843,Act,Nin,1990,0.22
2844,Adv,Son,2000,0.22
2845,Act,Son,2010,0.22
2846,Act,Nin,2000,0.22
2847,Rac,Son,2010,0.22
2848,Adv,Son,2000,0.21
2849,Rac,Son,2000,0.21
2850,Rac,Son,2000,0.21
2851,Act,Nin,2010,0.21
2852,Act,Son,2000,0.21
2853,Act,Nin,2010,0.21
2854,Rac,Son,2000,0.21
2855,Act,MiS,2010,0.21
2856,Adv,Nin,2000,0.21
2857,Act,Son,1990,0.21
2858,Rac,Son,2000,0.21
2859,Rac,Son,2000,0.21
2860,Sho,Nin,2000,0.21
2861,Act,Son,2010,0.21
2862,Sho,MiS,2000,0.21
2863,Adv,MiS,2000,0.21
2864,Sho,MiS,2000,0.21
2865,Act,Nin,2000,0.21
2866,Act,MiS,2000,0.21
2867,Act,MiS,2010,0.21
2868,Sho,Son,2000,0.21
2869,Rac,Son,2010,0.21
2870,Act,MiS,2010,0.21
2871,Act,Son,2000,0.21
2872,Act,Son,2000,0.21
2873,Sho,Son,2000,0.21
2874,Adv,Son,1990,0.21
2875,Act,Son,2010,0.21
2876,Adv,Nin,2000,0.21
2877,Act,Nin,2010,0.21
2878,Act,Nin,2000,0.21
2879,Sho,MiS,2000,0.21
2880,Adv,Son,2000,0.21
2881,Act,Nin,2000,0.21
2882,Adv,Son,2000,0.21
2883,Rac,Nin,2000,0.21
2884,Sho,Nin,1990,0.21
2885,Act,MiS,2010,0.21
2886,Rac,MiS,2000,0.21
2887,Act,Nin,2000,0.21
2888,Act,MiS,2000,0.21
2889,Act,MiS,2000,0.21
2890,Act,Son,2000,0.21
2891,Sho,MiS,2000,0.21
2892,Rac,Son,2000,0.21
2893,Act,Son,2000,0.21
2894,Act,MiS,2000,0.21
2895,Act,MiS,2000,0.21
2896,Act,Nin,2010,0.21
2897,Rac,Son,1990,0.21
2898,Act,Son,2000,0.21
2899,Rac,Nin,2000,0.21
2900,Sho,MiS,2010,0.21
2901,Act,Son,2000,0.21
2902,Sho,MiS,2010,0.21
2903,Act,Son,2010,0.21
2904,Adv,Son,1990,0.21
2905,Act,Nin,2010,0.21
2906,Act,Nin,2000,0.21
2907,Act,Nin,2010,0.21
2908,Act,Son,2010,0.21
2909,Adv,MiS,2000,0.21
2910,Sho,Com,2010,0.21
2911,Act,Nin,2010,0.21
2912,Adv,Son,2000,0.21
2913,Rac,Nin,2000,0.21
2914,Act,Son,2010,0.21
2915,Act,Son,2010,0.21
2916,Act,Nin,2000,0.21
2917,Adv,Son,2010,0.21
2918,Act,Son,2010,0.2
2919,Act,Nin,2000,0.2
2920,Adv,Nin,2000,0.2
2921,Act,Nin,2010,0.2
2922,Rac,MiS,2000,0.2
2923,Act,Nin,2000,0.2
2924,Act,Son,2000,0.2
2925,Rac,MiS,2000,0.2
2926,Rac,MiS,2000,0.2
2927,Sho,Com,2010,0.2
2928,Rac,Nin,1990,0.2
2929,Rac,Son,2000,0.2
2930,Act,Nin,2000,0.2
2931,Sho,Son,2010,0.2
2932,Act,Com,2010,0.2
2933,Rac,Son,2000,0.2
2934,Act,Son,2010,0.2
2935,Sho,Son,2000,0.2
2936,Act,Son,2010,0.2
2937,Act,Son,2010,0.2
2938,Rac,MiS,2000,0.2
2939,Rac,Nin,2000,0.2
2940,Act,Son,2000,0.2
2941,Sho,Son,2000,0.2
2942,Rac,MiS,2000,0.2
2943,Sho,MiS,2010,0.2
2944,Sho,Son,1990,0.2
2945,Rac,MiS,2000,0.2
2946,Act,Son,2000,0.2
2947,Rac,Son,1990,0.2
2948,Act,Son,2010,0.2
2949,Act,MiS,2010,0.2
2950,Adv,Nin,2010,0.2
2951,Sho,Com,2000,0.2
2952,Act,MiS,2000,0.2
2953,Rac,Nin,1990,0.2
2954,Rac,Nin,2000,0.2
2955,Sho,Nin,1990,0.2
2956,Rac,Nin,2000,0.2
2957,Rac,MiS,2000,0.2
2958,Act,Nin,2010,0.2
2959,Act,Nin,2000,0.2
2960,Rac,Son,2000,0.2
2961,Rac,Nin,2010,0.2
2962,Act,MiS,2000,0.2
2963,Act,Nin,2000,0.2
2964,Sho,Son,2010,0.2
2965,Adv,MiS,2010,0.2
2966,Act,MiS,2000,0.2
2967,Act,Son,2000,0.2
2968,Sho,MiS,2000,0.2
2969,Act,Nin,2010,0.2
2970,Rac,MiS,2000,0.2
2971,Act,Son,2000,0.2
2972,Sho,Son,2000,0.2
2973,Act,MiS,2010,0.2
2974,Act,Son,2000,0.2
2975,Act,Nin,2010,0.2
2976,Rac,Son,2000,0.2
2977,Rac,Nin,2010,0.2
2978,Act,Son,2000,0.2
2979,Act,MiS,2000,0.2
2980,Act,Nin,2000,0.2
2981,Act,MiS,2000,0.2
2982,Adv,MiS,2000,0.2
2983,Act,Son,2000,0.2
2984,Act,Nin,2000,0.2
2985,Act,Nin,2000,0.2
2986,Act,Son,2000,0.2
2987,Act,Nin,2000,0.2
2988,Act,Nin,2010,0.2
2989,Act,Son,2000,0.2
2990,Act,Nin,2000,0.2
2991,Act,Nin,2010,0.2
2992,Rac,Son,2000,0.2
2993,Adv,Com,2000,0.2
2994,Sho,Son,2010,0.2
2995,Act,Son,2000,0.2
2996,Rac,Son,2010,0.19
2997,Sho,Nin,2000,0.19
2998,Rac,MiS,2000,0.19
2999,Act,Nin,2010,0.19
3000,Act,Com,2010,0.19
3001,Act,MiS,2010,0.19
3002,Sho,MiS,2000,0.19
3003,Act,Son,2010,0.19
3004,Act,Son,2000,0.19
3005,Sho,Son,2000,0.19
3006,Act,Nin,2000,0.19
3007,Act,MiS,2000,0.19
3008,Act,Nin,2000,0.19
3009,Sho,Com,2010,0.19
3010,Adv,Son,2010,0.19
3011,Act,Nin,2000,0.19
3012,Sho,Son,2010,0.19
3013,Act,MiS,2000,0.19
3014,Act,Son,2000,0.19
3015,Sho,Nin,2000,0.19
3016,Act,Son,2000,0.19
3017,Act,Nin,2010,0.19
3018,Adv,Nin,2010,0.19
3019,Act,Son,2010,0.19
3020,Rac,Son,1990,0.19
3021,Sho,Son,1990,0.19
3022,Sho,Son,2000,0.19
3023,Adv,Nin,2000,0.19
3024,Act,Nin,2010,0.19
3025,Rac,Nin,2000,0.19
3026,Sho,Son,2000,0.19
3027,Adv,Nin,2000,0.19
3028,Rac,Son,2000,0.19
3029,Sho,Son,2000,0.19
3030,Act,MiS,2000,0.19
3031,Act,Nin,2000,0.19
3032,Adv,MiS,2010,0.19
3033,Act,Nin,2010,0.19
3034,Sho,Son,2000,0.19
3035,Adv,Nin,2010,0.19
3036,Act,Com,2010,0.19
3037,Act,Son,2010,0.19
3038,Act,MiS,2010,0.19
3039,Act,MiS,2010,0.19
3040,Rac,Son,2000,0.19
3041,Adv,Nin,2000,0.19
3042,Rac,Com,2010,0.19
3043,Rac,Nin,2000,0.19
3044,Adv,Nin,2000,0.19
3045,Act,Son,2010,0.19
3046,Act,Nin,2010,0.19
3047,Adv,Son,2000,0.19
3048,Sho,Nin,1990,0.19
3049,Act,Nin,1990,0.19
3050,Sho,Nin,1990,0.19
3051,Act,Nin,2010,0.19
3052,Adv,Nin,2000,0.19
3053,Adv,Nin,2000,0.19
3054,Act,Nin,2000,0.19
3055,Act,Com,2010,0.19
3056,Act,Son,2010,0.19
3057,Act,MiS,2010,0.19
3058,Act,Com,2010,0.19
3059,Act,Son,2010,0.19
3060,Sho,Son,2000,0.19
3061,Act,Nin,2000,0.19
3062,Act,Son,2010,0.19
3063,Sho,Son,2000,0.19
3064,Act,Son,2000,0.19
3065,Adv,Nin,2010,0.19
3066,Act,MiS,2000,0.19
3067,Rac,Nin,2010,0.19
3068,Act,MiS,2000,0.19
3069,Act,Son,2000,0.19
3070,Adv,Son,2010,0.19
3071,Act,Nin,2000,0.19
3072,Act,Nin,2000,0.19
3073,Act,Son,2000,0.19
3074,Rac,Com,2010,0.19
3075,Adv,Nin,2010,0.19
3076,Act,Nin,2000,0.19
3077,Adv,Nin,2000,0.19
3078,Adv,Son,2000,0.19
3079,Adv,Nin,2000,0.19
3080,Sho,MiS,2010,0.19
3081,Act,Nin,2000,0.19
3082,Sho,Com,2000,0.19
3083,Act,Nin,2000,0.19
3084,Act,Nin,2000,0.19
3085,Sho,Son,2000,0.19
3086,Act,Nin,2000,0.19
3087,Rac,Nin,2000,0.19
3088,Rac,MiS,2000,0.19
3089,Act,Son,2000,0.19
3090,Act,Nin,2010,0.19
3091,Act,Son,2000,0.19
3092,Act,MiS,2000,0.19
3093,Sho,Son,2000,0.19
3094,Rac,Nin,2000,0.19
3095,Act,Nin,2000,0.19
3096,Rac,MiS,2010,0.19
3097,Act,Son,2000,0.19
3098,Sho,MiS,2000,0.19
3099,Adv,Nin,2000,0.19
3100,Act,Son,1990,0.19
3101,Act,Com,2010,0.18
3102,Adv,Nin,2010,0.18
3103,Sho,MiS,2010,0.18
3104,Act,Nin,2010,0.18
3105,Sho,MiS,2000,0.18
3106,Rac,Son,2010,0.18
3107,Act,MiS,2000,0.18
3108,Act,Son,2000,0.18
3109,Act,Nin,2000,0.18
3110,Rac,Son,2000,0.18
3111,Adv,Son,2000,0.18
3112,Act,Nin,2000,0.18
3113,Sho,MiS,2000,0.18
3114,Act,Nin,2000,0.18
3115,Act,Son,2010,0.18
3116,Sho,Com,2010,0.18
3117,Act,Son,2000,0.18
3118,Sho,Com,2000,0.18
3119,Adv,Nin,2000,0.18
3120,Act,Nin,2000,0.18
3121,Act,Son,2000,0.18
3122,Adv,Nin,2000,0.18
3123,Sho,MiS,2000,0.18
3124,Act,Son,2000,0.18
3125,Act,Son,2010,0.18
3126,Act,MiS,2010,0.18
3127,Sho,Son,2000,0.18
3128,Act,MiS,2010,0.18
3129,Rac,Com,2010,0.18
3130,Act,Son,2000,0.18
3131,Act,Nin,2010,0.18
3132,Act,Nin,2000,0.18
3133,Act,MiS,2000,0.18
3134,Act,Com,2010,0.18
3135,Rac,MiS,2000,0.18
3136,Sho,MiS,2000,0.18
3137,Act,Son,2000,0.18
3138,Rac,Son,2000,0.18
3139,Adv,Son,1990,0.18
3140,Act,Com,2010,0.18
3141,Rac,Nin,1990,0.18
3142,Sho,Nin,1990,0.18
3143,Act,Nin,2000,0.18
3144,Rac,Son,2010,0.18
3145,Rac,Nin,2000,0.18
3146,Adv,Nin,2010,0.18
3147,Adv,Nin,2000,0.18
3148,Rac,Son,2000,0.18
3149,Act,MiS,2000,0.18
3150,Sho,Com,2010,0.18
3151,Act,MiS,2010,0.18
3152,Sho,Son,2010,0.18
3153,Sho,Nin,2000,0.18
3154,Rac,MiS,2010,0.18
3155,Act,MiS,2010,0.18
3156,Act,Nin,2010,0.18
3157,Act,Son,1990,0.18
3158,Sho,Com,2010,0.18
3159,Act,Nin,2010,0.18
3160,Sho,Com,2010,0.18
3161,Rac,Son,2000,0.18
3162,Act,MiS,2010,0.18
3163,Act,MiS,2000,0.18
3164,Sho,Son,2010,0.18
3165,Sho,Com,2010,0.18
3166,Adv,Nin,2000,0.18
3167,Act,Son,2010,0.18
3168,Rac,MiS,2000,0.18
3169,Act,Son,2010,0.18
3170,Act,Son,2000,0.18
3171,Act,Nin,2000,0.18
3172,Sho,MiS,2000,0.18
3173,Act,Son,2000,0.18
3174,Act,Son,2000,0.18
3175,Adv,Nin,2000,0.18
3176,Act,Son,2000,0.18
3177,Rac,MiS,2000,0.18
3178,Act,Son,2010,0.18
3179,Rac,Son,2000,0.18
3180,Rac,Nin,2010,0.18
3181,Act,MiS,2010,0.18
3182,Act,Nin,2010,0.18
3183,Adv,Nin,2000,0.18
3184,Sho,Com,2000,0.18
3185,Adv,Son,2000,0.18
3186,Adv,Nin,2010,0.18
3187,Act,Son,2010,0.18
3188,Act,Son,2000,0.17
3189,Adv,Nin,2000,0.17
3190,Sho,Son,2000,0.17
3191,Act,Son,2010,0.17
3192,Adv,Com,2010,0.17
3193,Adv,Nin,2000,0.17
3194,Adv,Son,2000,0.17
3195,Rac,Son,2010,0.17
3196,Act,Son,2000,0.17
3197,Adv,Son,2000,0.17
3198,Act,Son,2000,0.17
3199,Adv,Son,2010,0.17
3200,Adv,Nin,2000,0.17
3201,Sho,Son,2000,0.17
3202,Act,Son,2010,0.17
3203,Act,Nin,2000,0.17
3204,Act,Son,1990,0.17
3205,Act,Nin,2000,0.17
3206,Act,Son,2010,0.17
3207,Act,MiS,2000,0.17
3208,Act,Nin,2000,0.17
3209,Sho,MiS,2000,0.17
3210,Act,Son,2010,0.17
3211,Act,Son,2000,0.17
3212,Sho,Son,2000,0.17
3213,Act,Son,2000,0.17
3214,Act,Nin,2010,0.17
3215,Adv,Nin,2000,0.17
3216,Adv,Son,1990,0.17
3217,Sho,Nin,2000,0.17
3218,Sho,MiS,2000,0.17
3219,Sho,MiS,2000,0.17
3220,Rac,Son,2000,0.17
3221,Act,Nin,2000,0.17
3222,Act,Son,2000,0.17
3223,Act,Nin,2000,0.17
3224,Act,Son,1990,0.17
3225,Act,Son,2010,0.17
3226,Act,MiS,2010,0.17
3227,Act,Son,2000,0.17
3228,Act,Son,2000,0.17
3229,Act,Son,2000,0.17
3230,Act,MiS,2000,0.17
3231,Act,Son,2010,0.17
3232,Act,MiS,2000,0.17
3233,Act,MiS,2000,0.17
3234,Act,Nin,2010,0.17
3235,Act,Nin,2000,0.17
3236,Act,MiS,2010,0.17
3237,Act,MiS,2000,0.17
3238,Rac,MiS,2010,0.17
3239,Rac,Nin,1990,0.17
3240,Adv,Nin,1990,0.17
3241,Sho,Nin,2000,0.17
3242,Act,MiS,2000,0.17
3243,Act,Son,2010,0.17
3244,Adv,Son,2000,0.17
3245,Act,Nin,2000,0.17
3246,Adv,MiS,2010,0.17
3247,Adv,Nin,2000,0.17
3248,Act,Nin,2000,0.17
3249,Act,Son,2000,0.17
3250,Act,Son,2000,0.17
3251,Act,MiS,2000,0.17
3252,Act,MiS,2010,0.17
3253,Act,Son,2000,0.17
3254,Sho,Nin,1990,0.17
3255,Sho,Son,2000,0.17
3256,Act,Son,2000,0.17
3257,Act,Son,2000,0.17
3258,Act,Son,1990,0.17
3259,Rac,Son,2010,0.17
3260,Rac,MiS,2000,0.17
3261,Act,MiS,2000,0.17
3262,Sho,Nin,2000,0.17
3263,Sho,MiS,2000,0.17
3264,Rac,Son,2000,0.17
3265,Act,MiS,2000,0.17
3266,Rac,Son,1990,0.17
3267,Act,Nin,2010,0.17
3268,Adv,Son,1990,0.17
3269,Act,Son,2000,0.17
3270,Rac,Son,2000,0.17
3271,Rac,Son,2000,0.17
3272,Act,Son,2000,0.17
3273,Act,MiS,2000,0.17
3274,Act,Son,2010,0.17
3275,Rac,Son,2010,0.17
3276,Rac,Nin,2000,0.17
3277,Sho,Nin,2000,0.17
3278,Adv,Nin,2000,0.17
3279,Sho,MiS,2010,0.17
3280,Sho,MiS,2000,0.17
3281,Act,Nin,2010,0.17
3282,Act,Nin,2000,0.17
3283,Sho,Son,2000,0.17
3284,Adv,MiS,2000,0.17
3285,Act,Nin,2000,0.17
3286,Act,Son,2010,0.17
3287,Adv,Nin,2000,0.17
3288,Act,MiS,2010,0.17
3289,Rac,MiS,2000,0.17
3290,Act,Son,2010,0.17
3291,Act,Son,2010,0.16
3292,Rac,Son,2000,0.16
3293,Rac,Son,2000,0.16
3294,Rac,Nin,2000,0.16
3295,Act,Son,2000,0.16
3296,Adv,MiS,2000,0.16
3297,Sho,Son,2000,0.16
3298,Act,Son,2000,0.16
3299,Rac,Nin,2010,0.16
3300,Sho,Nin,2010,0.16
3301,Act,Son,2010,0.16
3302,Act,MiS,2010,0.16
3303,Act,Nin,2010,0.16
3304,Rac,Son,2000,0.16
3305,Act,MiS,2010,0.16
3306,Act,Nin,2010,0.16
3307,Sho,Nin,2000,0.16
3308,Adv,Son,2000,0.16
3309,Act,Son,2010,0.16
3310,Act,Nin,2000,0.16
3311,Rac,Nin,2000,0.16
3312,Act,Nin,2000,0.16
3313,Act,Nin,2010,0.16
3314,Act,Nin,2010,0.16
3315,Adv,Nin,2010,0.16
3316,Act,Nin,2000,0.16
3317,Adv,Son,2000,0.16
3318,Act,Nin,2000,0.16
3319,Act,MiS,2010,0.16
3320,Rac,Nin,2000,0.16
3321,Rac,Son,1990,0.16
3322,Act,Son,2010,0.16
3323,Adv,Nin,1990,0.16
3324,Rac,Nin,2000,0.16
3325,Rac,MiS,2010,0.16
3326,Sho,MiS,2000,0.16
3327,Act,Son,2000,0.16
3328,Adv,Son,2000,0.16
3329,Act,Son,2000,0.16
3330,Act,Son,2010,0.16
3331,Adv,Son,2000,0.16
3332,Sho,Son,2000,0.16
3333,Act,MiS,2000,0.16
3334,Act,Nin,2000,0.16
3335,Act,Nin,2000,0.16
3336,Sho,Son,2000,0.16
3337,Rac,Nin,2000,0.16
3338,Act,Nin,2000,0.16
3339,Adv,Nin,2010,0.16
3340,Act,MiS,2010,0.16
3341,Act,Son,2010,0.16
3342,Act,Nin,2000,0.16
3343,Sho,Nin,1990,0.16
3344,Act,Nin,2000,0.16
3345,Rac,Nin,2000,0.16
3346,Sho,Nin,1990,0.16
3347,Rac,Nin,1990,0.16
